sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage
MF940253	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MG097875	ncbi-nuccore	1	1III	1III_A			
MG097876	ncbi-nuccore	1	1I				
MG181997	ncbi-nuccore	1	1IV	1IV_A			
MG189962	ncbi-nuccore	2	2II	2II_D	2II_D1		
MG272272	ncbi-nuccore	4	4I	4I_B	4I_B1		
MG272273	ncbi-nuccore	4	4I	4I_B	4I_B1		
MG272274	ncbi-nuccore	4	4I	4I_B	4I_B1		
MG518567	ncbi-nuccore	1	1V	1V_E			
MG560143	ncbi-nuccore	2	2II	2II_A			
MG560144	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MG560265	ncbi-nuccore	1	1I	1I_K	1I_K6		
MG560266	ncbi-nuccore	1	1I	1I_K	1I_K6		
MG560267	ncbi-nuccore	1	1III	1III_A			
MG560268	ncbi-nuccore	1	1III	1III_A			
MG560269	ncbi-nuccore	1	1III	1III_A			
MG592698	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MG599592	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599593	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599594	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599595	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599596	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599597	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599598	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599599	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599600	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599601	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599602	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599603	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599604	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599605	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599606	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599607	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599608	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599609	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599610	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599611	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599612	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599613	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599614	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599615	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599616	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599617	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599618	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599619	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599620	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599621	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599622	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599623	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599624	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599625	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599626	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599627	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599628	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599629	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599630	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599631	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599632	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599633	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG599634	ncbi-nuccore	2	2II	2II_C	2II_C2		
MG601754	ncbi-nuccore	4	4I	4I_A	4I_A3		
MG679800	ncbi-nuccore	1	1I	1I_H	1I_H1		
MG679801	ncbi-nuccore	1	1I	1I_H	1I_H1		
MG721054	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MG721055	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MG721056	ncbi-nuccore	2	2II	2II_A			
MG721057	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MG721058	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MG721059	ncbi-nuccore	3	3III	3III_A	3III_A2		
MG721060	ncbi-nuccore	1	1III	1III_A	1III_A3		
MG721061	ncbi-nuccore	3	3III	3III_B	3III_B3		
MG721062	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MG721063	ncbi-nuccore	1	1III	1III_B			
MG721064	ncbi-nuccore	3	3III	3III_B	3III_B1		
MG767211	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG779194	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779195	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779196	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779197	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779198	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779199	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779200	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779201	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779202	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG779203	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MG840530	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840531	ncbi-nuccore	1	1III	1III_A			
MG840532	ncbi-nuccore	1	1I	1I_K	1I_K6		
MG840533	ncbi-nuccore	1	1III	1III_A			
MG840534	ncbi-nuccore	1	1I	1I_K	1I_K2		
MG840535	ncbi-nuccore	1	1I	1I_K	1I_K2		
MG840536	ncbi-nuccore	1	1III	1III_A			
MG840537	ncbi-nuccore	1	1III	1III_A			
MG840538	ncbi-nuccore	1	1I	1I_K	1I_K6		
MG840539	ncbi-nuccore	1	1I	1I_K	1I_K6		
MG840540	ncbi-nuccore	1	1III	1III_A			
MG840541	ncbi-nuccore	1	1I	1I_K	1I_K6		
MG840542	ncbi-nuccore	1	1III	1III_A			
MG840543	ncbi-nuccore	1	1III	1III_A			
MG840544	ncbi-nuccore	1	1I	1I_K	1I_K6		
MG840545	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840546	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840547	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840548	ncbi-nuccore	1	1I	1I_J			
MG840549	ncbi-nuccore	1	1I	1I_J			
MG840550	ncbi-nuccore	1	1I	1I_J			
MG840551	ncbi-nuccore	1	1I	1I_H	1I_H1		
MG840552	ncbi-nuccore	1	1I	1I_J			
MG840553	ncbi-nuccore	1	1I				
MG840554	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840555	ncbi-nuccore	1	1I				
MG840556	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840557	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840558	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
MG840559	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840560	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840561	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840562	ncbi-nuccore	1	1I	1I_K	1I_K2		
MG840563	ncbi-nuccore	1	1I	1I_K	1I_K2		
MG840564	ncbi-nuccore	1	1I	1I_K	1I_K2		
MG840565	ncbi-nuccore	1	1I	1I_K	1I_K2		
MG840566	ncbi-nuccore	1	1I	1I_K	1I_K2		
MG840567	ncbi-nuccore	1	1IV	1IV_B	1IV_B1		
MG840568	ncbi-nuccore	1	1III	1III_A			
MG840569	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
MG840570	ncbi-nuccore	1	1I	1I_E	1I_E1		
MG840571	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
MG840572	ncbi-nuccore	1	1I				
MG840573	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG840574	ncbi-nuccore	1	1IV	1IV_B	1IV_B1		
MG840575	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MG840576	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MG840577	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MG840578	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
MG840579	ncbi-nuccore	1	1IV	1IV_B	1IV_B1		
MG840580	ncbi-nuccore	1	1I	1I_K	1I_K3		
MG877552	ncbi-nuccore	1	1I	1I_E			
MG877553	ncbi-nuccore	1	1V	1V_E			
MG877554	ncbi-nuccore	1	1I	1I_E			
MG877555	ncbi-nuccore	1	1I	1I_E			
MG877556	ncbi-nuccore	1	1I				
MG877557	ncbi-nuccore	1	1VII	1VII_B			
MH010629	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH048668	ncbi-nuccore	1	1I	1I_K		1I_K1.2	
MH048669	ncbi-nuccore	1	1I	1I_K		1I_K1.2	
MH048670	ncbi-nuccore	1	1I				
MH048671	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.2	
MH048672	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.2	
MH048673	ncbi-nuccore	2	2II				
MH048674	ncbi-nuccore						
MH048675	ncbi-nuccore	2	2II				
MH048676	ncbi-nuccore						
MH048677	ncbi-nuccore	3	3III	3III_A	3III_A2		
MH051731	ncbi-nuccore	3	3III	3III_A	3III_A2		
MH051732	ncbi-nuccore	3	3I	3I_A			
MH051733	ncbi-nuccore	3	3III	3III_A	3III_A2		
MH051734	ncbi-nuccore	4	4II	4II_A			
MH069495	ncbi-nuccore	2	2III	2III_D	2III_D2		
MH069496	ncbi-nuccore	2	2III	2III_D	2III_D2		
MH069497	ncbi-nuccore	2	2III	2III_D	2III_D2		
MH069498	ncbi-nuccore	2	2III	2III_D	2III_D2		
MH069499	ncbi-nuccore	2	2III	2III_D	2III_D2		
MH110564	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110565	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110566	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110567	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110568	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110569	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110570	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110571	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110572	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110573	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110574	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110575	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH110576	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110577	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110578	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110579	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110580	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110581	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110582	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110583	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH110584	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH110585	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH110586	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110587	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110588	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110589	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH110590	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110591	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110592	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH110593	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110594	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110595	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110596	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110597	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110598	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110599	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110600	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110601	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110602	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH110603	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH215277	ncbi-nuccore	2	2III	2III_D			
MH271402	ncbi-nuccore	1	1I	1I_K	1I_K6		
MH271403	ncbi-nuccore	1	1I	1I_K	1I_K2		
MH271404	ncbi-nuccore	1	1I	1I_K	1I_K3		
MH271405	ncbi-nuccore	1	1III	1III_A			
MH271406	ncbi-nuccore	1	1III	1III_A			
MH382789	ncbi-nuccore	4	4II	4II_A	4II_A1		
MH450295	ncbi-nuccore	2	2III	2III_D	2III_D2		
MH450296	ncbi-nuccore	3	3III	3III_C	3III_C1		
MH450297	ncbi-nuccore	1	1V	1V_D	1V_D1		
MH450298	ncbi-nuccore	3	3III	3III_C	3III_C1		
MH450299	ncbi-nuccore	3	3III	3III_C	3III_C1		
MH450300	ncbi-nuccore	2	2III			2III_D1.3	
MH450301	ncbi-nuccore	1	1V	1V_D	1V_D1		
MH450302	ncbi-nuccore	2	2III	2III_D	2III_D2		
MH450303	ncbi-nuccore	1	1V	1V_D	1V_D1	1V_D1.1	
MH450304	ncbi-nuccore	1	1V	1V_D	1V_D1	1V_D1.2	
MH450305	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
MH450306	ncbi-nuccore	1	1V	1V_F	1V_D1		
MH450307	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
MH450308	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
MH450309	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
MH450310	ncbi-nuccore	2	2III	2III_D			
MH450311	ncbi-nuccore	3	3III	3III_C	3III_C1		
MH450312	ncbi-nuccore	1	1V	1V_D	1V_D1		
MH456892	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH456893	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH456894	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH456895	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH456897	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH456898	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH456899	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH460898	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH488959	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH544647	ncbi-nuccore	3	3III	3III_C			
MH544649	ncbi-nuccore	3	3III	3III_C	3III_C1		
MH544650	ncbi-nuccore	3	3III	3III_C	3III_C1		
MH544651	ncbi-nuccore	3	3III	3III_C			
MH613984	ncbi-nuccore	2					
MH613985	ncbi-nuccore	2					
MH613986	ncbi-nuccore	2					
MH781013	ncbi-nuccore	2	2III	2III_D	2III_D1		
MH781014	ncbi-nuccore	2	2III	2III_D	2III_D1		
MH781015	ncbi-nuccore	2	2III	2III_D	2III_D1		
MH822939	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.2
MH822940	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.2
MH822941	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.2
MH822942	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH822943	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH822944	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH822945	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH822946	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH822947	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH822948	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH822949	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MH822950	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH822951	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH822952	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH822953	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH822954	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH822955	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH822956	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH822957	ncbi-nuccore	3	3III	3III_B	3III_B2		
MH822958	ncbi-nuccore	1	1III	1III_A			
MH822959	ncbi-nuccore	1	1III	1III_A			
MH823207	ncbi-nuccore	1	1I				
MH823208	ncbi-nuccore	2	2II	2II_F	2II_F1		
MH823209	ncbi-nuccore	3	3I	3I_A	3I_A1		
MH823210	ncbi-nuccore	4	4II	4II_A			
MH827525	ncbi-nuccore	2	2II	2II_F	2II_F2		
MH827526	ncbi-nuccore	2	2II	2II_E	2II_E2		
MH827527	ncbi-nuccore	2	2II	2II_D	2II_D3		
MH827528	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827529	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH827530	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.2	
MH827531	ncbi-nuccore	2	2V	2V_A	2V_A1		
MH827532	ncbi-nuccore	2	2V	2V_A	2V_A2		
MH827533	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827534	ncbi-nuccore	2	2II	2II_D	2II_D3		
MH827535	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH827536	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827537	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827538	ncbi-nuccore	2	2V	2V_A	2V_A1		
MH827539	ncbi-nuccore	2	2II	2II_F	2II_F2	2II_F2.1	
MH827540	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827541	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827542	ncbi-nuccore	2	2II	2II_C	2II_C1		
MH827543	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827544	ncbi-nuccore	2	2II	2II_E	2II_E2		
MH827545	ncbi-nuccore	2	2II	2II_C	2II_C1		
MH827546	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827547	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827548	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827549	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827550	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827551	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827552	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827553	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH827554	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MH888331	ncbi-nuccore	2	2V	2V_A			
MH888332	ncbi-nuccore	3	3II	3II_B			
MH888333	ncbi-nuccore	3	3III	3III_C	3III_C2		
MH888334	ncbi-nuccore	4	4II	4II_A			
MH891766	ncbi-nuccore	3	3III	3III_B	3III_B3		
MH891767	ncbi-nuccore	1	1III	1III_A	1III_A3		
MH891768	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.2
MH891769	ncbi-nuccore	4	4I	4I_B	4I_B1		
MH891770	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MH891771	ncbi-nuccore	1	1III	1III_A	1III_A3		
MH891772	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MH921566	ncbi-nuccore	1	1IV	1IV_A			
MH921567	ncbi-nuccore	1	1IV	1IV_A			
MH985858	ncbi-nuccore	2	2II	2II_E	2II_E2		
MH985859	ncbi-nuccore	2	2II	2II_C	2II_C1		
MK005258	ncbi-nuccore	3	3I	3I_A			
MK166992	ncbi-nuccore	1	1I		1I_H1		
MK166993	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK166994	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK166995	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK166996	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK166997	ncbi-nuccore	1	1I	1I_H	1I_H1		
MK166998	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK166999	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167000	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167001	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167002	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167003	ncbi-nuccore	1	1I		1I_H1		
MK167004	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167005	ncbi-nuccore	1	1I	1I_H	1I_H1		
MK167006	ncbi-nuccore	1	1I	1I_H	1I_H1		
MK167007	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167008	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167009	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167010	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167011	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167012	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167013	ncbi-nuccore	1	1I		1I_H1		
MK167014	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167015	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167016	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167017	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK167018	ncbi-nuccore	1	1I		1I_H1		
MK167019	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MK268692	ncbi-nuccore	2	2V				
MK411558	ncbi-nuccore	2	2II	2II_F	2II_F1		
MK411559	ncbi-nuccore	2	2II	2II_F	2II_F1		
MK473384	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MK473385	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MK473386	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.2	
MK506262	ncbi-nuccore	1					
MK506263	ncbi-nuccore	2	2V				
MK506264	ncbi-nuccore	2					
MK506265	ncbi-nuccore	3	3V				
MK506266	ncbi-nuccore	4	4I				
MK513444	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK514144	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
MK517773	ncbi-nuccore	2	2III	2III_C	2III_C1	2III_C1.1	
MK543448	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK543449	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK543450	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK543471	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK543479	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK564476	ncbi-nuccore	2	2II	2II_F	2II_F1		
MK564477	ncbi-nuccore	2	2II	2II_D	2II_D3		
MK564478	ncbi-nuccore	2	2II	2II_D	2II_D1		
MK564479	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK564480	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK564481	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK564482	ncbi-nuccore	2	2II	2II_D	2II_D3		
MK564483	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK564484	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK564485	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK564486	ncbi-nuccore	2	2II	2II_D	2II_D2		
MK564487	ncbi-nuccore	2	2II	2II_D	2II_D2		
MK564488	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MK578531	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
MK578532	ncbi-nuccore	2	2II	2II_F		2II_F2.2	
MK578533	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MK588396	ncbi-nuccore	1	1III	1III_A	1III_A3		
MK588397	ncbi-nuccore	1	1III	1III_A	1III_A3		
MK614088	ncbi-nuccore	4	4I	4I_A	4I_A3		
MK614089	ncbi-nuccore	4	4II	4II_A			
MK614090	ncbi-nuccore	4	4I	4I_A	4I_A1	4I_A1.1	
MK614091	ncbi-nuccore	4	4I	4I_A	4I_A1	4I_A1.1	
MK614092	ncbi-nuccore	4	4I	4I_A	4I_A1	4I_A1.1	
MK614093	ncbi-nuccore	4	4I	4I_A	4I_A1	4I_A1.1	
MK629884	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK629885	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
MK629886	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
MK640208	ncbi-nuccore	4	4II	4II_A			
MK654681	ncbi-nuccore	4	4I	4I_B	4I_B1		
MK783189	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK783190	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK783191	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK783192	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK783193	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK783194	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MK783195	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
